num_seams,num_threads,time
1,1,22.74598717689514
1,2,13.046462535858154
1,4,12.162896156311035
1,8,8.36307978630066
5,1,112.84883832931519
5,2,65.44074034690857
5,4,51.817188024520874
5,8,44.306368350982666
10,1,260.43048214912415
10,2,130.11994624137878
10,4,110.92642116546631
10,8,91.80671095848083
